dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,local,norma,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,observacao,tema,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1585,1981,DEPUTADO ARTUR FAGUNDES                    PDS,"DECLARA DE UTILIDADE PÚBLICA A CRUZADA PAZ E CARIDADE DE BELO
HORIZONTE, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-27,000144283,PL. 1585 1981 - PROJETO DE LEI,739,UTILIDADE PÚBLICA,NA,NA,LEI 8167 1982 - LEI ORDINÁRIA,NA,20120201,1101,rosanacf,1981-11-25,"list(passo = 1, data = ""1981-11-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 3 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 20 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 3 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 4 1982"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8167/1982,LEI 8167 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1584,1981,DEPUTADO ROBERTO JUNQUEIRA                 PDS,"DECLARA DE UTILIDADE PÚBLICA O LIONS CLUBE DE POÇOS DE CALDAS - URÂNIO,
COM SEDE EM POÇOS DE CALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POÇOS DE CALDAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-27,000144284,PL. 1584 1981 - PROJETO DE LEI,2051,UTILIDADE PÚBLICA,NA,NA,LEI 8233 1982 - LEI ORDINÁRIA,NA,20120201,1101,rosanacf,1981-11-25,"list(passo = 1, data = ""1981-11-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 4 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 5 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 16 4 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 6 5 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 5 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 6 1982"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2051, nome = ""DEPUTADO ROBERTO JUNQUEIRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8233/1982,LEI 8233 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1583,1981,GOVERNADOR DO ESTADO,"DISPÕE SOBRE OS NÍVEIS DE VENCIMENTOS DO CARGOS DA CLASSE DE
INSPETOR ESCOLAR.",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1981-11-25,000144288,PL. 1583 1981 - PROJETO DE LEI,NA,NA,NA,NA,NA,NA,20020207,NA,MSILVIA,1981-11-24,"list(passo = 1, data = ""1981-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nEMENDAS PUBLICADAS NO DL EM 3 12 1981.\nRETIRADO DE TRAMITAÇÃO EM VIRTUDE DE REQUERIMENTO DO GOVERNADOR\nDO ESTADO, CONFORME OFÍCIO 670, DE 25 3 1982."")",list(),list(),"list(descricao = ""MSG 602 1981"")",N,NA,NULL,REPUBLICADO NO DL EM 26 11 1981.,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1577,1981,DEPUTADO MÁRIO PACHECO                     PDS,"DÁ A DENOMINAÇÃO DE DR. CARLOS ANTÔNIO ALVARENGA AO CENTRO DE SAÚDE DE
IPIAÇU.","DENOMINAÇÃO, CENTRO DE SAÚDE, MUNICÍPIO, IPIAÇU.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-21,000144291,PL. 1577 1981 - PROJETO DE LEI,2113,PRÓPRIO PÚBLICO,NA,NA,LEI 8224 1982 - LEI ORDINÁRIA,NA,20120507,1636,rosanacf,1981-11-19,"list(passo = 1, data = ""1981-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 4 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 5 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 23 4 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 6 5 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 5 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1982"")",list(),list(),NULL,N,NA,"list(id = 2113, nome = ""DEPUTADO MÁRIO PACHECO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8224/1982,LEI 8224 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1576,1981,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DÁ A DENOMINAÇÃO DE FÓRUM JOÃO BATISTA MOREIRA AO FÓRUM DA COMARCA DE
ITAMARANDIBA.","DENOMINAÇÃO, FÓRUM, COMARCA DE ITAMARANDIBA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-11-21,000144292,PL. 1576 1981 - PROJETO DE LEI,2035,PRÓPRIO PÚBLICO,NA,ARQUIVO,NA,19830131,20120507,1637,rosanacf,1981-11-19,"list(passo = 1, data = ""1981-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")","PELO DECRETO 21688, DE 4 11 1981, PUBLICADO EM 5 11 1981, O
FÓRUM RECEBEU DENOMINAÇÃO DE ""CORONEL ANTÔNIO JOAQUIM CÉSAR"".",NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1575,1981,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MUSICAL SÃO SEBASTIÃO,
COM SEDE EM PASSAGEM DE MARIANA, NO MUNICÍPIO DE MARIANA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MARIANA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-11-21,000144293,PL. 1575 1981 - PROJETO DE LEI,1048,UTILIDADE PÚBLICA,NA,ARQUIVO,NA,19830131,20120201,1102,rosanacf,1981-11-19,"list(passo = 1, data = ""1981-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1573,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ÂNGELO WERONEZE À ESCOLA ESTADUAL
DO POVOADO DE CAMBUÍ, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144295,PL. 1573 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8200 1982 - LEI ORDINÁRIA,NA,20120507,1638,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 11 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8200/1982,LEI 8200 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1572,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JOSÉ GARCIA MARTINEZ À ESCOLA
ESTADUAL DO POVOADO DE PORANTAVA, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144296,PL. 1572 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8202 1982 - LEI ORDINÁRIA,NA,20120507,1639,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 5 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8202/1982,LEI 8202 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1571,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL GERALDO MARTINELLI À ESCOLA
ESTADUAL DO POVOADO DE PESSEGUEIRO, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144297,PL. 1571 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8201 1982 - LEI ORDINÁRIA,NA,20120507,1640,rosanacf,1981-11-10,"list(passo = 1, data = ""1981-11-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8201/1982,LEI 8201 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1570,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL NORBERTO BONAMICHE À ESCOLA
ESTADUAL DO POVOADO DE ROMA, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144298,PL. 1570 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8198 1982 - LEI ORDINÁRIA,NA,20120507,1641,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 11 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8198/1982,LEI 8198 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1569,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL FRANCISCA CÂNDIDA TRYSE À ESCOLA
ESTADUAL DO POVOADO DE PITANGUEIRAS, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144299,PL. 1569 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8199 1982 - LEI ORDINÁRIA,NA,20120507,1642,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 11 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8199/1982,LEI 8199 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1568,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL AFONSO FLORIANO DA COSTA À ESCOLA
ESTADUAL DE SOLEDADE DO MOGI, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144300,PL. 1568 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8274 1982 - LEI ORDINÁRIA,NA,20120507,1643,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 11 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 2 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 4 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8274/1982,LEI 8274 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1567,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL RITA MACIEL À ESCOLA ESTADUAL DO
POVOADO DE GRAMA, MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144301,PL. 1567 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8175 1982 - LEI ORDINÁRIA,NA,20120507,1644,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 13 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 2 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 4 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8175/1982,LEI 8175 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1566,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ROGÉRIO BERNARDES DE SOUZA À ESCOLA
ESTADUAL DO POVOADO DE BOA VENTURA, NO MUNICÍPIO DE INCONFIDENTES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, INCONFIDENTES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-11-20,000144302,PL. 1566 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8176 1982 - LEI ORDINÁRIA,NA,20120507,1644,rosanacf,1981-11-18,"list(passo = 1, data = ""1981-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 11 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 2 4 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 4 1982"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8176/1982,LEI 8176 1982 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1563,1981,DEPUTADO ADEMIR LUCAS                      PMDB,"AUTORIZA A DOAÇÃO DE TERRENOS URBANOS NOS MUNICÍPIOS DE CONTAGEM
E BELO HORIZONTE E DÁ OUTRAS PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-11-19,000144304,PL. 1563 1981 - PROJETO DE LEI,2030,NA,NA,ARQUIVO,NA,19830131,20090406,1033,m17663,1981-11-17,"list(passo = 1, data = ""1981-11-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
