dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,1111,1984,DEPUTADO RONALDO CARVALHO                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO SANTARRITENSE DE SAÚDE E A
ASSISTÊNCIA SOCIAL, COM SEDE EM SANTA RITA DO SAPUCAÍ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-29,000142445,PL. 1111 1984 - PROJETO DE LEI,2814,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8870 1985 - LEI ORDINÁRIA,20120127,1113,rosanacf,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 30 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 20 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA RITA DO SAPUCAÍ.","list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8870/1985,LEI 8870 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1110,1984,DEPUTADO RONALDO CARVALHO                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE LAR DA
TIANINHA DA CIDADE DE ITAJUBÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-29,000142446,PL. 1110 1984 - PROJETO DE LEI,2814,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9335 1986 - LEI ORDINÁRIA,20120127,1114,rosanacf,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 9 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 10 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 11 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 18 9 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 9 10 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 6 11 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 11 1986"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.","list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/9335/1986,LEI 9335 1986 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1109,1984,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA LIBERDADE, DISCIPLINA
E JUSTIÇA NÚMERO 129, DE PORTEIRINHA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-29,000142447,PL. 1109 1984 - PROJETO DE LEI,1680,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8887 1985 - LEI ORDINÁRIA,20120127,1114,rosanacf,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 1 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 27 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PORTEIRINHA.","list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8887/1985,LEI 8887 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1108,1984,DEPUTADO FELIPE NERI                       PMDB,"TORNA OBRIGATÓRIA A REALIZAÇÃO SEMANAL DE SESSÃO CÍVICA NAS
ESCOLAS DA REDE ESTADUAL, COM A EFETIVA PARTICIPAÇÃO DOS
PROFESSORES E ALUNOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-11-29,000142448,PL. 1108 1984 - PROJETO DE LEI,2795,NA,NA,NA,20090401,1045,m17663,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 4 1986\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 6 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 20 5 1986\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 20 5 1986\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 4 7 1986\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),"list(expressao = ""(PL adj 1793 adj 1985[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 1793 1985"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1793+adj+1985%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 1793, ano = 1985)",NULL,N,NA,"list(id = 2795, nome = ""DEPUTADO FELIPE NERI"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1107,1984,DEPUTADO CLEUBER CARNEIRO                  PFL,DÁ A DENOMINAÇÃO DE DR. JOÃO CUNHA ORTIGA AO FÓRUM DA COMARCA DE MANGA.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-29,000142449,PL. 1107 1984 - PROJETO DE LEI,2034,NA,PRÓPRIO PÚBLICO,LEI 8865 1985 - LEI ORDINÁRIA,20120425,1002,rosanacf,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CAMPOS\nPUBLICAÇÃO: 8 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 31 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 20 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"DENOMINAÇÃO, FÓRUM, COMARCA DE MANGA.","list(id = 2034, nome = ""DEPUTADO CLEUBER CARNEIRO"", partido = ""PFL"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8865/1985,LEI 8865 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1106,1984,DEPUTADO MANOEL CONEGUNDES                 PMDB,"DISPÕE SOBRE CARTÓRIOS DE REGISTRO DE IMÓVEIS DE COMARCAS EXTINTAS, NO
CASO DE VACÂNCIA DO CARGO DO TITULAR.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-11-29,000142450,PL. 1106 1984 - PROJETO DE LEI,2807,NA,NA,NA,20120530,1605,rosanacf,1984-11-27,"list(passo = 1, data = ""1984-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2807, nome = ""DEPUTADO MANOEL CONEGUNDES"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1105,1984,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DECLARA DE UTILIDADE PÚBLICA A FEDERAÇÃO MINEIRA DE FUTEBOL DE
SALÃO, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-23,000142452,PL. 1105 1984 - PROJETO DE LEI,1462,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8894 1985 - LEI ORDINÁRIA,20120127,1115,rosanacf,1984-11-21,"list(passo = 1, data = ""1984-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 8 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 24 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 12 6 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 7 8 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 8 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8894/1985,LEI 8894 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1104,1984,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PROTEÇÃO À
MATERNIDADE E À INFÂNCIA DE CAPIM BRANCO - APAMI, DO MUNICÍPIO DE
CAPIM BRANCO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-23,000142453,PL. 1104 1984 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8930 1985 - LEI ORDINÁRIA,20120127,1115,rosanacf,1984-11-21,"list(passo = 1, data = ""1984-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 6 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 9 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 25 6 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 8 8 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 12 9 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAPIM BRANCO.","list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8930/1985,LEI 8930 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1103,1984,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"DÁ A DENOMINAÇÃO DE PROFESSOR LUIZ ANTÔNIO CORREA DE OLIVEIRA À ESCOLA
ESTADUAL DE PRIMEIRO GRAU, EX-POLIVALENTE, DE ARAXÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-23,000142454,PL. 1103 1984 - PROJETO DE LEI,2042,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8877 1985 - LEI ORDINÁRIA,20120425,1002,rosanacf,1984-11-21,"list(passo = 1, data = ""1984-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 8 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 30 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 22 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ARAXÁ.","list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8877/1985,LEI 8877 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1102,1984,DEPUTADO RONALDO CARVALHO                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MINEIRA DE EDUCAÇÃO
MÉDICA - AMEM, COM SEDE EM ITAJUBÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-23,000142455,PL. 1102 1984 - PROJETO DE LEI,2814,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8862 1985 - LEI ORDINÁRIA,20120127,1117,rosanacf,1984-11-21,"list(passo = 1, data = ""1984-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ PEREIRA\nPUBLICAÇÃO: 31 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 20 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.","list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8862/1985,LEI 8862 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1101,1984,DEPUTADA VERA COUTINHO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MATERNAL AUXÍLIO À
INFÂNCIA YOLANDA PENTAGNA GUIMARÃES, DO BAIRRO PAMPULHA, EM
BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-23,000142456,PL. 1101 1984 - PROJETO DE LEI,2816,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8845 1985 - LEI ORDINÁRIA,20120127,1119,rosanacf,1984-11-21,"list(passo = 1, data = ""1984-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 4 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ PEREIRA\nPUBLICAÇÃO: 31 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 20 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2816, nome = ""DEPUTADA VERA COUTINHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8845/1985,LEI 8845 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1099,1984,DEPUTADO JAIME MARTINS                     PFL,"DECLARA DE UTILIDADE PÚBLICA A LEGIÃO BRASILEIRA DOS INATIVOS -
LBI, COM SEDE NA RUA JOÃO MORATO, 132, EM DIVINÓPOLIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-21,000142465,PL. 1099 1984 - PROJETO DE LEI,2800,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8858 1985 - LEI ORDINÁRIA,20120127,1127,rosanacf,1984-11-19,"list(passo = 1, data = ""1984-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 3 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 31 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 14 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.","list(id = 2800, nome = ""DEPUTADO JAIME MARTINS"", partido = ""PFL"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8858/1985,LEI 8858 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1098,1984,DEPUTADO JAIME MARTINS                     PFL,"DECLARA DE UTILIDADE PÚBLICA O PALMEIRAS FUTEBOL CLUBE, COM SEDE
NO BAIRRO AFONSO PENA, MUNICÍPIO DE DIVINÓPOLIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-21,000142466,PL. 1098 1984 - PROJETO DE LEI,2800,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8835 1985 - LEI ORDINÁRIA,20120127,1128,rosanacf,1984-11-19,"list(passo = 1, data = ""1984-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 3 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 27 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 15 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.","list(id = 2800, nome = ""DEPUTADO JAIME MARTINS"", partido = ""PFL"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8835/1985,LEI 8835 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1097,1984,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"DÁ A DENOMINAÇÃO DE PROFESSOR GUILHERME AZEVEDO LAGE À ESCOLA ESTADUAL
DO BAIRRO SÃO GABRIEL, EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-11-21,000142467,PL. 1097 1984 - PROJETO DE LEI,74,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8882 1985 - LEI ORDINÁRIA,20120425,1003,rosanacf,1984-11-19,"list(passo = 1, data = ""1984-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 3 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 31 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 14 6 1985\nSANCIONADO\nPUBLICAÇÃO: 10 7 1985"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, BELO HORIZONTE.","list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8882/1985,LEI 8882 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1096,1984,DEPUTADO JOÃO BARBOSA                      PMDB,"ESTABELECE NORMAS PARA REALIZAÇÃO DE REUNIÕES ESPECIAIS NA
ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MINAS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-11-20,000142468,PL. 1096 1984 - PROJETO DE LEI,849,NA,NA,NA,20090401,1008,m17663,1984-11-14,"list(passo = 1, data = ""1984-11-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 9 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 849, nome = ""DEPUTADO JOÃO BARBOSA"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1095,1984,DEPUTADO CLODESMIDT RIANI                  PMDB,"AUTORIZA O PODER EXECUTIVO A INSTITUIR O DIA ESTADUAL DOS
COPASIANOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-11-20,000142469,PL. 1095 1984 - PROJETO DE LEI,372,NA,NA,NA,20090401,1006,m17663,1984-11-14,"list(passo = 1, data = ""1984-11-14"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
